Country/Region,Date,Recovered
New Zealand,2022-06-02,0
United Kingdom,2022-06-02,0
Australia,2022-06-03,0
China,2022-06-03,0
Denmark,2022-06-03,0
France,2022-06-03,0
Netherlands,2022-06-03,0
New Zealand,2022-06-03,0
United Kingdom,2022-06-03,0
Australia,2022-06-04,0
China,2022-06-04,0
Denmark,2022-06-04,0
France,2022-06-04,0
Netherlands,2022-06-04,0
New Zealand,2022-06-04,0
United Kingdom,2022-06-04,0
Australia,2022-06-05,0
China,2022-06-05,0
Denmark,2022-06-05,0
France,2022-06-05,0
Netherlands,2022-06-05,0
New Zealand,2022-06-05,0
United Kingdom,2022-06-05,0
Australia,2022-06-06,0
China,2022-06-06,0
Denmark,2022-06-06,0
France,2022-06-06,0
Netherlands,2022-06-06,0
New Zealand,2022-06-06,0
United Kingdom,2022-06-06,0
Australia,2022-06-07,0
China,2022-06-07,0
Denmark,2022-06-07,0
France,2022-06-07,0
Netherlands,2022-06-07,0
New Zealand,2022-06-07,0
United Kingdom,2022-06-07,0
Australia,2022-06-08,0
China,2022-06-08,0
Denmark,2022-06-08,0
France,2022-06-08,0
Netherlands,2022-06-08,0
New Zealand,2022-06-08,0
United Kingdom,2022-06-08,0
Australia,2022-06-09,0
China,2022-06-09,0
Denmark,2022-06-09,0
France,2022-06-09,0
Netherlands,2022-06-09,0
New Zealand,2022-06-09,0
United Kingdom,2022-06-09,0
Australia,2022-06-10,0
China,2022-06-10,0
Denmark,2022-06-10,0
France,2022-06-10,0
Netherlands,2022-06-10,0
New Zealand,2022-06-10,0
United Kingdom,2022-06-10,0
Australia,2022-06-11,0
China,2022-06-11,0
Denmark,2022-06-11,0
France,2022-06-11,0
Netherlands,2022-06-11,0
New Zealand,2022-06-11,0
United Kingdom,2022-06-11,0
Australia,2022-06-12,0
China,2022-06-12,0
Denmark,2022-06-12,0
France,2022-06-12,0
Netherlands,2022-06-12,0
New Zealand,2022-06-12,0
United Kingdom,2022-06-12,0
Australia,2022-06-13,0
China,2022-06-13,0
Denmark,2022-06-13,0
France,2022-06-13,0
Netherlands,2022-06-13,0
New Zealand,2022-06-13,0
United Kingdom,2022-06-13,0
Australia,2022-06-14,0
China,2022-06-14,0
Denmark,2022-06-14,0
France,2022-06-14,0
Netherlands,2022-06-14,0
New Zealand,2022-06-14,0
United Kingdom,2022-06-14,0
Australia,2022-06-15,0
China,2022-06-15,0
Denmark,2022-06-15,0
France,2022-06-15,0
Netherlands,2022-06-15,0
New Zealand,2022-06-15,0
United Kingdom,2022-06-15,0
Australia,2022-06-16,0
China,2022-06-16,0
Denmark,2022-06-16,0
France,2022-06-16,0
Netherlands,2022-06-16,0
New Zealand,2022-06-16,0
United Kingdom,2022-06-16,0
Australia,2022-06-17,0
China,2022-06-17,0
Denmark,2022-06-17,0
France,2022-06-17,0
Netherlands,2022-06-17,0
New Zealand,2022-06-17,0
United Kingdom,2022-06-17,0
Australia,2022-06-18,0
China,2022-06-18,0
Denmark,2022-06-18,0
France,2022-06-18,0
Netherlands,2022-06-18,0
New Zealand,2022-06-18,0
United Kingdom,2022-06-18,0
Australia,2022-06-19,0
China,2022-06-19,0
Denmark,2022-06-19,0
France,2022-06-19,0
Netherlands,2022-06-19,0
New Zealand,2022-06-19,0
United Kingdom,2022-06-19,0
Australia,2022-06-20,0
China,2022-06-20,0
Denmark,2022-06-20,0
France,2022-06-20,0
Netherlands,2022-06-20,0
New Zealand,2022-06-20,0
United Kingdom,2022-06-20,0
Australia,2022-06-21,0
China,2022-06-21,0
Denmark,2022-06-21,0
France,2022-06-21,0
Netherlands,2022-06-21,0
New Zealand,2022-06-21,0
United Kingdom,2022-06-21,0
Australia,2022-06-22,0
China,2022-06-22,0
Denmark,2022-06-22,0
France,2022-06-22,0
Netherlands,2022-06-22,0
New Zealand,2022-06-22,0
United Kingdom,2022-06-22,0
Australia,2022-06-23,0
China,2022-06-23,0
Denmark,2022-06-23,0
France,2022-06-23,0
Netherlands,2022-06-23,0
New Zealand,2022-06-23,0
United Kingdom,2022-06-23,0
Australia,2022-06-24,0
China,2022-06-24,0
Denmark,2022-06-24,0
France,2022-06-24,0
Netherlands,2022-06-24,0
New Zealand,2022-06-24,0
United Kingdom,2022-06-24,0
Australia,2022-06-25,0
China,2022-06-25,0
Denmark,2022-06-25,0
France,2022-06-25,0
Netherlands,2022-06-25,0
New Zealand,2022-06-25,0
United Kingdom,2022-06-25,0
Australia,2022-06-26,0
China,2022-06-26,0
Denmark,2022-06-26,0
France,2022-06-26,0
Netherlands,2022-06-26,0
New Zealand,2022-06-26,0
United Kingdom,2022-06-26,0
Australia,2022-06-27,0
China,2022-06-27,0
Denmark,2022-06-27,0
France,2022-06-27,0
Netherlands,2022-06-27,0
New Zealand,2022-06-27,0
United Kingdom,2022-06-27,0
Australia,2022-06-28,0
China,2022-06-28,0
Denmark,2022-06-28,0
France,2022-06-28,0
Netherlands,2022-06-28,0
New Zealand,2022-06-28,0
United Kingdom,2022-06-28,0
Australia,2022-06-29,0
China,2022-06-29,0
Denmark,2022-06-29,0
France,2022-06-29,0
Netherlands,2022-06-29,0
New Zealand,2022-06-29,0
United Kingdom,2022-06-29,0
Australia,2022-06-30,0
China,2022-06-30,0
Denmark,2022-06-30,0
France,2022-06-30,0
Netherlands,2022-06-30,0
New Zealand,2022-06-30,0
United Kingdom,2022-06-30,0
Australia,2022-07-01,0
China,2022-07-01,0
Denmark,2022-07-01,0
France,2022-07-01,0
Netherlands,2022-07-01,0
New Zealand,2022-07-01,0
United Kingdom,2022-07-01,0
Australia,2022-07-02,0
China,2022-07-02,0
Denmark,2022-07-02,0
France,2022-07-02,0
Netherlands,2022-07-02,0
New Zealand,2022-07-02,0
United Kingdom,2022-07-02,0
Australia,2022-07-03,0
China,2022-07-03,0
Denmark,2022-07-03,0
France,2022-07-03,0
Netherlands,2022-07-03,0
New Zealand,2022-07-03,0
United Kingdom,2022-07-03,0
Australia,2022-07-04,0
China,2022-07-04,0
Denmark,2022-07-04,0
France,2022-07-04,0
Netherlands,2022-07-04,0
New Zealand,2022-07-04,0
United Kingdom,2022-07-04,0
Australia,2022-07-05,0
China,2022-07-05,0
Denmark,2022-07-05,0
France,2022-07-05,0
Netherlands,2022-07-05,0
New Zealand,2022-07-05,0
United Kingdom,2022-07-05,0
Australia,2022-07-06,0
China,2022-07-06,0
Denmark,2022-07-06,0
France,2022-07-06,0
Netherlands,2022-07-06,0
New Zealand,2022-07-06,0
United Kingdom,2022-07-06,0
Australia,2022-07-07,0
China,2022-07-07,0
Denmark,2022-07-07,0
France,2022-07-07,0
Netherlands,2022-07-07,0
New Zealand,2022-07-07,0
United Kingdom,2022-07-07,0
Australia,2022-07-08,0
China,2022-07-08,0
Denmark,2022-07-08,0
France,2022-07-08,0
Netherlands,2022-07-08,0
New Zealand,2022-07-08,0
United Kingdom,2022-07-08,0
Australia,2022-07-09,0
China,2022-07-09,0
Denmark,2022-07-09,0
France,2022-07-09,0
Netherlands,2022-07-09,0
New Zealand,2022-07-09,0
United Kingdom,2022-07-09,0
Australia,2022-07-10,0
China,2022-07-10,0
Denmark,2022-07-10,0
France,2022-07-10,0
Netherlands,2022-07-10,0
New Zealand,2022-07-10,0
United Kingdom,2022-07-10,0
Australia,2022-07-11,0
China,2022-07-11,0
Denmark,2022-07-11,0
France,2022-07-11,0
Netherlands,2022-07-11,0
New Zealand,2022-07-11,0
United Kingdom,2022-07-11,0
Australia,2022-07-12,0
China,2022-07-12,0
Denmark,2022-07-12,0
France,2022-07-12,0
Netherlands,2022-07-12,0
New Zealand,2022-07-12,0
United Kingdom,2022-07-12,0
Australia,2022-07-13,0
China,2022-07-13,0
Denmark,2022-07-13,0
France,2022-07-13,0
Netherlands,2022-07-13,0
New Zealand,2022-07-13,0
United Kingdom,2022-07-13,0
Australia,2022-07-14,0
China,2022-07-14,0
Denmark,2022-07-14,0
France,2022-07-14,0
Netherlands,2022-07-14,0
New Zealand,2022-07-14,0
United Kingdom,2022-07-14,0
Australia,2022-07-15,0
China,2022-07-15,0
Denmark,2022-07-15,0
France,2022-07-15,0
Netherlands,2022-07-15,0
New Zealand,2022-07-15,0
United Kingdom,2022-07-15,0
Australia,2022-07-16,0
China,2022-07-16,0
Denmark,2022-07-16,0
France,2022-07-16,0
Netherlands,2022-07-16,0
New Zealand,2022-07-16,0
United Kingdom,2022-07-16,0
Australia,2022-07-17,0
China,2022-07-17,0
Denmark,2022-07-17,0
France,2022-07-17,0
Netherlands,2022-07-17,0
New Zealand,2022-07-17,0
United Kingdom,2022-07-17,0
Australia,2022-07-18,0
China,2022-07-18,0
Denmark,2022-07-18,0
France,2022-07-18,0
Netherlands,2022-07-18,0
New Zealand,2022-07-18,0
United Kingdom,2022-07-18,0
Australia,2022-07-19,0
China,2022-07-19,0
Denmark,2022-07-19,0
France,2022-07-19,0
Netherlands,2022-07-19,0
New Zealand,2022-07-19,0
United Kingdom,2022-07-19,0
Australia,2022-07-20,0
China,2022-07-20,0
Denmark,2022-07-20,0
France,2022-07-20,0
Netherlands,2022-07-20,0
New Zealand,2022-07-20,0
United Kingdom,2022-07-20,0
Australia,2022-07-21,0
China,2022-07-21,0
Denmark,2022-07-21,0
France,2022-07-21,0
Netherlands,2022-07-21,0
New Zealand,2022-07-21,0
United Kingdom,2022-07-21,0
Australia,2022-07-22,0
China,2022-07-22,0
Denmark,2022-07-22,0
France,2022-07-22,0
Netherlands,2022-07-22,0
New Zealand,2022-07-22,0
United Kingdom,2022-07-22,0
Australia,2022-07-23,0
China,2022-07-23,0
Denmark,2022-07-23,0
France,2022-07-23,0
Netherlands,2022-07-23,0
New Zealand,2022-07-23,0
United Kingdom,2022-07-23,0
Australia,2022-07-24,0
China,2022-07-24,0
Denmark,2022-07-24,0
France,2022-07-24,0
Netherlands,2022-07-24,0
New Zealand,2022-07-24,0
United Kingdom,2022-07-24,0
Australia,2022-07-25,0
China,2022-07-25,0
Denmark,2022-07-25,0
France,2022-07-25,0
Netherlands,2022-07-25,0
New Zealand,2022-07-25,0
United Kingdom,2022-07-25,0
Australia,2022-07-26,0
China,2022-07-26,0
Denmark,2022-07-26,0
France,2022-07-26,0
Netherlands,2022-07-26,0
New Zealand,2022-07-26,0
United Kingdom,2022-07-26,0
Australia,2022-07-27,0
China,2022-07-27,0
Denmark,2022-07-27,0
France,2022-07-27,0
Netherlands,2022-07-27,0
New Zealand,2022-07-27,0
United Kingdom,2022-07-27,0
Australia,2022-07-28,0
China,2022-07-28,0
Denmark,2022-07-28,0
France,2022-07-28,0
Netherlands,2022-07-28,0
New Zealand,2022-07-28,0
United Kingdom,2022-07-28,0
Australia,2022-07-29,0
China,2022-07-29,0
Denmark,2022-07-29,0
France,2022-07-29,0
Netherlands,2022-07-29,0
New Zealand,2022-07-29,0
United Kingdom,2022-07-29,0
Australia,2022-07-30,0
China,2022-07-30,0
Denmark,2022-07-30,0
France,2022-07-30,0
Netherlands,2022-07-30,0
New Zealand,2022-07-30,0
United Kingdom,2022-07-30,0
Australia,2022-07-31,0
China,2022-07-31,0
Denmark,2022-07-31,0
France,2022-07-31,0
Netherlands,2022-07-31,0
New Zealand,2022-07-31,0
United Kingdom,2022-07-31,0
Australia,2022-08-01,0
China,2022-08-01,0
Denmark,2022-08-01,0
France,2022-08-01,0
Netherlands,2022-08-01,0
New Zealand,2022-08-01,0
United Kingdom,2022-08-01,0
Australia,2022-08-02,0
China,2022-08-02,0
Denmark,2022-08-02,0
France,2022-08-02,0
Netherlands,2022-08-02,0
New Zealand,2022-08-02,0
United Kingdom,2022-08-02,0
Australia,2022-08-03,0
China,2022-08-03,0
Denmark,2022-08-03,0
France,2022-08-03,0
Netherlands,2022-08-03,0
New Zealand,2022-08-03,0
United Kingdom,2022-08-03,0
Australia,2022-08-04,0
China,2022-08-04,0
Denmark,2022-08-04,0
France,2022-08-04,0
Netherlands,2022-08-04,0
New Zealand,2022-08-04,0
United Kingdom,2022-08-04,0
Australia,2022-08-05,0
China,2022-08-05,0
Denmark,2022-08-05,0
France,2022-08-05,0
Netherlands,2022-08-05,0
New Zealand,2022-08-05,0
United Kingdom,2022-08-05,0
Australia,2022-08-06,0
China,2022-08-06,0
Denmark,2022-08-06,0
France,2022-08-06,0
Netherlands,2022-08-06,0
New Zealand,2022-08-06,0
United Kingdom,2022-08-06,0
Australia,2022-08-07,0
China,2022-08-07,0
Denmark,2022-08-07,0
France,2022-08-07,0
Netherlands,2022-08-07,0
New Zealand,2022-08-07,0
United Kingdom,2022-08-07,0
Australia,2022-08-08,0
China,2022-08-08,0
Denmark,2022-08-08,0
France,2022-08-08,0
Netherlands,2022-08-08,0
New Zealand,2022-08-08,0
United Kingdom,2022-08-08,0
Australia,2022-08-09,0
China,2022-08-09,0
Denmark,2022-08-09,0
France,2022-08-09,0
Netherlands,2022-08-09,0
New Zealand,2022-08-09,0
United Kingdom,2022-08-09,0
Australia,2022-08-10,0
China,2022-08-10,0
Denmark,2022-08-10,0
France,2022-08-10,0
Netherlands,2022-08-10,0
New Zealand,2022-08-10,0
United Kingdom,2022-08-10,0
Australia,2022-08-11,0
China,2022-08-11,0
Denmark,2022-08-11,0
France,2022-08-11,0
Netherlands,2022-08-11,0
New Zealand,2022-08-11,0
United Kingdom,2022-08-11,0
Australia,2022-08-12,0
China,2022-08-12,0
Denmark,2022-08-12,0
France,2022-08-12,0
Netherlands,2022-08-12,0
New Zealand,2022-08-12,0
United Kingdom,2022-08-12,0
Australia,2022-08-13,0
China,2022-08-13,0
Denmark,2022-08-13,0
France,2022-08-13,0
Netherlands,2022-08-13,0
New Zealand,2022-08-13,0
United Kingdom,2022-08-13,0
Australia,2022-08-14,0
China,2022-08-14,0
Denmark,2022-08-14,0
France,2022-08-14,0
Netherlands,2022-08-14,0
New Zealand,2022-08-14,0
United Kingdom,2022-08-14,0
Australia,2022-08-15,0
China,2022-08-15,0
Denmark,2022-08-15,0
France,2022-08-15,0
Netherlands,2022-08-15,0
New Zealand,2022-08-15,0
United Kingdom,2022-08-15,0
Australia,2022-08-16,0
China,2022-08-16,0
Denmark,2022-08-16,0
France,2022-08-16,0
Netherlands,2022-08-16,0
New Zealand,2022-08-16,0
United Kingdom,2022-08-16,0
Australia,2022-08-17,0
China,2022-08-17,0
Denmark,2022-08-17,0
France,2022-08-17,0
Netherlands,2022-08-17,0
New Zealand,2022-08-17,0
United Kingdom,2022-08-17,0
Australia,2022-08-18,0
China,2022-08-18,0
Denmark,2022-08-18,0
France,2022-08-18,0
Netherlands,2022-08-18,0
New Zealand,2022-08-18,0
United Kingdom,2022-08-18,0
Australia,2022-08-19,0
China,2022-08-19,0
Denmark,2022-08-19,0
France,2022-08-19,0
Netherlands,2022-08-19,0
New Zealand,2022-08-19,0
United Kingdom,2022-08-19,0
Australia,2022-08-20,0
China,2022-08-20,0
Denmark,2022-08-20,0
France,2022-08-20,0
Netherlands,2022-08-20,0
New Zealand,2022-08-20,0
United Kingdom,2022-08-20,0
Australia,2022-08-21,0
China,2022-08-21,0
Denmark,2022-08-21,0
France,2022-08-21,0
Netherlands,2022-08-21,0
New Zealand,2022-08-21,0
United Kingdom,2022-08-21,0
Australia,2022-08-22,0
China,2022-08-22,0
Denmark,2022-08-22,0
France,2022-08-22,0
Netherlands,2022-08-22,0
New Zealand,2022-08-22,0
United Kingdom,2022-08-22,0
Australia,2022-08-23,0
China,2022-08-23,0
Denmark,2022-08-23,0
France,2022-08-23,0
Netherlands,2022-08-23,0
New Zealand,2022-08-23,0
United Kingdom,2022-08-23,0
Australia,2022-08-24,0
China,2022-08-24,0
Denmark,2022-08-24,0
France,2022-08-24,0
Netherlands,2022-08-24,0
New Zealand,2022-08-24,0
United Kingdom,2022-08-24,0
Australia,2022-08-25,0
China,2022-08-25,0
Denmark,2022-08-25,0
France,2022-08-25,0
Netherlands,2022-08-25,0
New Zealand,2022-08-25,0
United Kingdom,2022-08-25,0
Australia,2022-08-26,0
China,2022-08-26,0
Denmark,2022-08-26,0
France,2022-08-26,0
Netherlands,2022-08-26,0
New Zealand,2022-08-26,0
United Kingdom,2022-08-26,0
Australia,2022-08-27,0
China,2022-08-27,0
Denmark,2022-08-27,0
France,2022-08-27,0
Netherlands,2022-08-27,0
New Zealand,2022-08-27,0
United Kingdom,2022-08-27,0
Australia,2022-08-28,0
China,2022-08-28,0
Denmark,2022-08-28,0
France,2022-08-28,0
Netherlands,2022-08-28,0
New Zealand,2022-08-28,0
United Kingdom,2022-08-28,0
Australia,2022-08-29,0
China,2022-08-29,0
Denmark,2022-08-29,0
France,2022-08-29,0
Netherlands,2022-08-29,0
New Zealand,2022-08-29,0
United Kingdom,2022-08-29,0
Australia,2022-08-30,0
China,2022-08-30,0
Denmark,2022-08-30,0
France,2022-08-30,0
Netherlands,2022-08-30,0
New Zealand,2022-08-30,0
United Kingdom,2022-08-30,0
Australia,2022-08-31,0
China,2022-08-31,0
Denmark,2022-08-31,0
France,2022-08-31,0
Netherlands,2022-08-31,0
New Zealand,2022-08-31,0
United Kingdom,2022-08-31,0
Australia,2022-09-01,0
China,2022-09-01,0
Denmark,2022-09-01,0
France,2022-09-01,0
Netherlands,2022-09-01,0
New Zealand,2022-09-01,0
United Kingdom,2022-09-01,0
Australia,2022-09-02,0
China,2022-09-02,0
Denmark,2022-09-02,0
France,2022-09-02,0
Netherlands,2022-09-02,0
New Zealand,2022-09-02,0
United Kingdom,2022-09-02,0
Australia,2022-09-03,0
China,2022-09-03,0
Denmark,2022-09-03,0
France,2022-09-03,0
Netherlands,2022-09-03,0
New Zealand,2022-09-03,0
United Kingdom,2022-09-03,0
Australia,2022-09-04,0
China,2022-09-04,0
Denmark,2022-09-04,0
France,2022-09-04,0
Netherlands,2022-09-04,0
New Zealand,2022-09-04,0
United Kingdom,2022-09-04,0
Australia,2022-09-05,0
China,2022-09-05,0
Denmark,2022-09-05,0
France,2022-09-05,0
Netherlands,2022-09-05,0
New Zealand,2022-09-05,0
United Kingdom,2022-09-05,0
Australia,2022-09-06,0
China,2022-09-06,0
Denmark,2022-09-06,0
France,2022-09-06,0
Netherlands,2022-09-06,0
New Zealand,2022-09-06,0
United Kingdom,2022-09-06,0
Australia,2022-09-07,0
China,2022-09-07,0
Denmark,2022-09-07,0
France,2022-09-07,0
Netherlands,2022-09-07,0
New Zealand,2022-09-07,0
United Kingdom,2022-09-07,0
Australia,2022-09-08,0
China,2022-09-08,0
Denmark,2022-09-08,0
France,2022-09-08,0
Netherlands,2022-09-08,0
New Zealand,2022-09-08,0
United Kingdom,2022-09-08,0
Australia,2022-09-09,0
China,2022-09-09,0
Denmark,2022-09-09,0
France,2022-09-09,0
Netherlands,2022-09-09,0
New Zealand,2022-09-09,0
United Kingdom,2022-09-09,0
Australia,2022-09-10,0
China,2022-09-10,0
Denmark,2022-09-10,0
France,2022-09-10,0
Netherlands,2022-09-10,0
New Zealand,2022-09-10,0
United Kingdom,2022-09-10,0
Australia,2022-09-11,0
China,2022-09-11,0
Denmark,2022-09-11,0
France,2022-09-11,0
Netherlands,2022-09-11,0
New Zealand,2022-09-11,0
United Kingdom,2022-09-11,0
Australia,2022-09-12,0
China,2022-09-12,0
Denmark,2022-09-12,0
France,2022-09-12,0
Netherlands,2022-09-12,0
New Zealand,2022-09-12,0
United Kingdom,2022-09-12,0
Australia,2022-09-13,0
China,2022-09-13,0
Denmark,2022-09-13,0
France,2022-09-13,0
Netherlands,2022-09-13,0
New Zealand,2022-09-13,0
United Kingdom,2022-09-13,-1
Australia,2022-09-14,0
China,2022-09-14,0
Denmark,2022-09-14,0
France,2022-09-14,0
Netherlands,2022-09-14,0
New Zealand,2022-09-14,0
United Kingdom,2022-09-14,-1
Australia,2022-09-15,0
China,2022-09-15,0
Denmark,2022-09-15,0
France,2022-09-15,0
Netherlands,2022-09-15,0
New Zealand,2022-09-15,0
United Kingdom,2022-09-15,-1
Australia,2022-09-16,0
China,2022-09-16,0
Denmark,2022-09-16,0
France,2022-09-16,0
Netherlands,2022-09-16,0
New Zealand,2022-09-16,0
United Kingdom,2022-09-16,-1
Australia,2022-09-17,0
China,2022-09-17,0
Denmark,2022-09-17,0
France,2022-09-17,0
Netherlands,2022-09-17,0
New Zealand,2022-09-17,0
United Kingdom,2022-09-17,-1
Australia,2022-09-18,0
China,2022-09-18,0
Denmark,2022-09-18,0
France,2022-09-18,0
Netherlands,2022-09-18,0
New Zealand,2022-09-18,0
United Kingdom,2022-09-18,-1
Australia,2022-09-19,0
China,2022-09-19,0
Denmark,2022-09-19,0
France,2022-09-19,0
Netherlands,2022-09-19,0
New Zealand,2022-09-19,0
United Kingdom,2022-09-19,-1
Australia,2022-09-20,0
China,2022-09-20,0
Denmark,2022-09-20,0
France,2022-09-20,0
Netherlands,2022-09-20,0
New Zealand,2022-09-20,0
United Kingdom,2022-09-20,-1
Australia,2022-09-21,0
China,2022-09-21,0
Denmark,2022-09-21,0
France,2022-09-21,0
Netherlands,2022-09-21,0
New Zealand,2022-09-21,0
United Kingdom,2022-09-21,0
Australia,2022-09-22,0
China,2022-09-22,0
Denmark,2022-09-22,0
France,2022-09-22,0
Netherlands,2022-09-22,0
New Zealand,2022-09-22,0
United Kingdom,2022-09-22,0
Australia,2022-09-23,0
China,2022-09-23,0
Denmark,2022-09-23,0
France,2022-09-23,0
Netherlands,2022-09-23,0
New Zealand,2022-09-23,0
United Kingdom,2022-09-23,0
Australia,2022-09-24,0
China,2022-09-24,0
Denmark,2022-09-24,0
France,2022-09-24,0
Netherlands,2022-09-24,0
New Zealand,2022-09-24,0
United Kingdom,2022-09-24,0
Australia,2022-09-25,0
China,2022-09-25,0
Denmark,2022-09-25,0
France,2022-09-25,0
Netherlands,2022-09-25,0
New Zealand,2022-09-25,0
United Kingdom,2022-09-25,0
Australia,2022-09-26,0
China,2022-09-26,0
Denmark,2022-09-26,0
France,2022-09-26,0
Netherlands,2022-09-26,0
New Zealand,2022-09-26,0
United Kingdom,2022-09-26,0
Australia,2022-09-27,0
China,2022-09-27,0
Denmark,2022-09-27,0
France,2022-09-27,0
Netherlands,2022-09-27,0
New Zealand,2022-09-27,0
United Kingdom,2022-09-27,0
Australia,2022-09-28,0
China,2022-09-28,0
Denmark,2022-09-28,0
France,2022-09-28,0
Netherlands,2022-09-28,0
New Zealand,2022-09-28,0
United Kingdom,2022-09-28,0
Australia,2022-09-29,0
China,2022-09-29,0
Denmark,2022-09-29,0
France,2022-09-29,0
Netherlands,2022-09-29,0
New Zealand,2022-09-29,0
United Kingdom,2022-09-29,0
Australia,2022-09-30,0
China,2022-09-30,0
Denmark,2022-09-30,0
France,2022-09-30,0
Netherlands,2022-09-30,0
New Zealand,2022-09-30,0
United Kingdom,2022-09-30,0
Australia,2022-10-01,0
China,2022-10-01,0
Denmark,2022-10-01,0
France,2022-10-01,0
Netherlands,2022-10-01,0
New Zealand,2022-10-01,0
United Kingdom,2022-10-01,0
Australia,2022-10-02,0
China,2022-10-02,0
Denmark,2022-10-02,0
France,2022-10-02,0
Netherlands,2022-10-02,0
New Zealand,2022-10-02,0
United Kingdom,2022-10-02,0
Australia,2022-10-03,0
China,2022-10-03,0
Denmark,2022-10-03,0
France,2022-10-03,0
Netherlands,2022-10-03,0
New Zealand,2022-10-03,0
United Kingdom,2022-10-03,0
Australia,2022-10-04,0
China,2022-10-04,0
Denmark,2022-10-04,0
France,2022-10-04,0
Netherlands,2022-10-04,0
New Zealand,2022-10-04,0
United Kingdom,2022-10-04,0
Australia,2022-10-05,0
China,2022-10-05,0
Denmark,2022-10-05,0
France,2022-10-05,0
Netherlands,2022-10-05,0
New Zealand,2022-10-05,0
United Kingdom,2022-10-05,0
Australia,2022-10-06,0
China,2022-10-06,0
Denmark,2022-10-06,0
France,2022-10-06,0
Netherlands,2022-10-06,0
New Zealand,2022-10-06,0
United Kingdom,2022-10-06,0
Australia,2022-10-07,0
China,2022-10-07,0
Denmark,2022-10-07,0
France,2022-10-07,0
Netherlands,2022-10-07,0
New Zealand,2022-10-07,0
United Kingdom,2022-10-07,0
Australia,2022-10-08,0
China,2022-10-08,0
Denmark,2022-10-08,0
France,2022-10-08,0
Netherlands,2022-10-08,0
New Zealand,2022-10-08,0
United Kingdom,2022-10-08,0
Australia,2022-10-09,0
China,2022-10-09,0
Denmark,2022-10-09,0
France,2022-10-09,0
Netherlands,2022-10-09,0
New Zealand,2022-10-09,0
United Kingdom,2022-10-09,0
Australia,2022-10-10,0
China,2022-10-10,0
Denmark,2022-10-10,0
France,2022-10-10,0
Netherlands,2022-10-10,0
New Zealand,2022-10-10,0
United Kingdom,2022-10-10,0
Australia,2022-10-11,0
China,2022-10-11,0
Denmark,2022-10-11,0
France,2022-10-11,0
Netherlands,2022-10-11,0
New Zealand,2022-10-11,0
United Kingdom,2022-10-11,0
Australia,2022-10-12,0
China,2022-10-12,0
Denmark,2022-10-12,0
France,2022-10-12,0
Netherlands,2022-10-12,0
New Zealand,2022-10-12,0
United Kingdom,2022-10-12,0
Australia,2022-10-13,0
China,2022-10-13,0
Denmark,2022-10-13,0
France,2022-10-13,0
Netherlands,2022-10-13,0
New Zealand,2022-10-13,0
United Kingdom,2022-10-13,0
Australia,2022-10-14,0
China,2022-10-14,0
Denmark,2022-10-14,0
France,2022-10-14,0
Netherlands,2022-10-14,0
New Zealand,2022-10-14,0
United Kingdom,2022-10-14,0
Australia,2022-10-15,0
China,2022-10-15,0
Denmark,2022-10-15,0
France,2022-10-15,0
Netherlands,2022-10-15,0
New Zealand,2022-10-15,0
United Kingdom,2022-10-15,0
Australia,2022-10-16,0
China,2022-10-16,0
Denmark,2022-10-16,0
France,2022-10-16,0
Netherlands,2022-10-16,0
New Zealand,2022-10-16,0
United Kingdom,2022-10-16,0
Australia,2022-10-17,0
China,2022-10-17,0
Denmark,2022-10-17,0
France,2022-10-17,0
Netherlands,2022-10-17,0
New Zealand,2022-10-17,0
United Kingdom,2022-10-17,0
Australia,2022-10-18,0
China,2022-10-18,0
Denmark,2022-10-18,0
France,2022-10-18,0
Netherlands,2022-10-18,0
New Zealand,2022-10-18,0
United Kingdom,2022-10-18,0
Australia,2022-10-19,0
China,2022-10-19,0
Denmark,2022-10-19,0
France,2022-10-19,0
Netherlands,2022-10-19,0
New Zealand,2022-10-19,0
United Kingdom,2022-10-19,0
Australia,2022-10-20,0
China,2022-10-20,0
Denmark,2022-10-20,0
France,2022-10-20,0
Netherlands,2022-10-20,0
New Zealand,2022-10-20,0
United Kingdom,2022-10-20,0
Australia,2022-10-21,0
China,2022-10-21,0
Denmark,2022-10-21,0
France,2022-10-21,0
Netherlands,2022-10-21,0
New Zealand,2022-10-21,0
United Kingdom,2022-10-21,0
Australia,2022-10-22,0
China,2022-10-22,0
Denmark,2022-10-22,0
France,2022-10-22,0
Netherlands,2022-10-22,0
New Zealand,2022-10-22,0
United Kingdom,2022-10-22,0
Australia,2022-10-23,0
China,2022-10-23,0
Denmark,2022-10-23,0
France,2022-10-23,0
Netherlands,2022-10-23,0
New Zealand,2022-10-23,0
United Kingdom,2022-10-23,0
Australia,2022-10-24,0
China,2022-10-24,0
Denmark,2022-10-24,0
France,2022-10-24,0
Netherlands,2022-10-24,0
New Zealand,2022-10-24,0
United Kingdom,2022-10-24,0
Australia,2022-10-25,0
China,2022-10-25,0
Denmark,2022-10-25,0
France,2022-10-25,0
Netherlands,2022-10-25,0
New Zealand,2022-10-25,0
United Kingdom,2022-10-25,0
Australia,2022-10-26,0
China,2022-10-26,0
Denmark,2022-10-26,0
France,2022-10-26,0
Netherlands,2022-10-26,0
New Zealand,2022-10-26,0
United Kingdom,2022-10-26,0
Australia,2022-10-27,0
China,2022-10-27,0
Denmark,2022-10-27,0
France,2022-10-27,0
Netherlands,2022-10-27,0
