Country/Region,Date,Confirmed
China,2022-06-18,1450734
Denmark,2022-06-18,46629
France,2022-06-18,1042314
Netherlands,2022-06-18,105051
New Zealand,2022-06-18,5737
United Kingdom,2022-06-18,191932
Australia,2022-06-19,7825659
Canada,2022-06-19,3931351
China,2022-06-19,1452056
Denmark,2022-06-19,46629
France,2022-06-19,1042314
Netherlands,2022-06-19,105051
New Zealand,2022-06-19,5737
United Kingdom,2022-06-19,191932
Australia,2022-06-20,7854915
Canada,2022-06-20,3932624
China,2022-06-20,1453422
Denmark,2022-06-20,46629
France,2022-06-20,1042338
Netherlands,2022-06-20,105080
New Zealand,2022-06-20,5768
United Kingdom,2022-06-20,192629
Australia,2022-06-21,7887810
Canada,2022-06-21,3935054
China,2022-06-21,1454656
Denmark,2022-06-21,46629
France,2022-06-21,1054079
Netherlands,2022-06-21,105119
New Zealand,2022-06-21,5772
United Kingdom,2022-06-21,192629
Australia,2022-06-22,7919844
Canada,2022-06-22,3938027
China,2022-06-22,1456160
Denmark,2022-06-22,46629
France,2022-06-22,1055536
Netherlands,2022-06-22,105476
New Zealand,2022-06-22,5774
United Kingdom,2022-06-22,193308
Australia,2022-06-23,7945726
Canada,2022-06-23,3942795
China,2022-06-23,1457855
Denmark,2022-06-23,46629
France,2022-06-23,1055536
Netherlands,2022-06-23,105476
New Zealand,2022-06-23,5778
United Kingdom,2022-06-23,193604
Australia,2022-06-24,7978875
Canada,2022-06-24,3945070
China,2022-06-24,1459778
Denmark,2022-06-24,46629
France,2022-06-24,1055641
Netherlands,2022-06-24,105476
New Zealand,2022-06-24,5778
United Kingdom,2022-06-24,193604
Australia,2022-06-25,8000312
Canada,2022-06-25,3948549
China,2022-06-25,1461615
Denmark,2022-06-25,46629
France,2022-06-25,1055641
Netherlands,2022-06-25,105892
New Zealand,2022-06-25,5778
United Kingdom,2022-06-25,193978
Australia,2022-06-26,8026309
Canada,2022-06-26,3949231
China,2022-06-26,1463571
Denmark,2022-06-26,46629
France,2022-06-26,1055641
Netherlands,2022-06-26,105892
New Zealand,2022-06-26,5778
United Kingdom,2022-06-26,193978
Australia,2022-06-27,8057729
Canada,2022-06-27,3950104
China,2022-06-27,1465503
Denmark,2022-06-27,46629
France,2022-06-27,1055675
Netherlands,2022-06-27,105935
New Zealand,2022-06-27,5778
United Kingdom,2022-06-27,194023
Australia,2022-06-28,8081866
Canada,2022-06-28,3953539
China,2022-06-28,1467229
Denmark,2022-06-28,46629
France,2022-06-28,1068522
Netherlands,2022-06-28,105988
New Zealand,2022-06-28,5784
United Kingdom,2022-06-28,194023
Australia,2022-06-29,8130927
Canada,2022-06-29,3956158
China,2022-06-29,1469282
Denmark,2022-06-29,46629
France,2022-06-29,1068670
Netherlands,2022-06-29,106248
New Zealand,2022-06-29,5789
United Kingdom,2022-06-29,198232
Australia,2022-06-30,8164673
Canada,2022-06-30,3962321
China,2022-06-30,1471736
Denmark,2022-06-30,46629
France,2022-06-30,1068670
Netherlands,2022-06-30,106248
New Zealand,2022-06-30,5789
United Kingdom,2022-06-30,198559
Australia,2022-07-01,8194909
Canada,2022-07-01,3963750
China,2022-07-01,1474187
Denmark,2022-07-01,46629
France,2022-07-01,1068751
Netherlands,2022-07-01,106248
New Zealand,2022-07-01,5789
United Kingdom,2022-07-01,200295
Australia,2022-07-02,8225124
Canada,2022-07-02,3967792
China,2022-07-02,1476541
Denmark,2022-07-02,46629
France,2022-07-02,1068751
Netherlands,2022-07-02,106248
New Zealand,2022-07-02,5789
United Kingdom,2022-07-02,200295
Australia,2022-07-03,8254847
Canada,2022-07-03,3968718
China,2022-07-03,1478475
Denmark,2022-07-03,46629
France,2022-07-03,1068751
Netherlands,2022-07-03,106248
New Zealand,2022-07-03,5794
United Kingdom,2022-07-03,200297
Australia,2022-07-04,8291399
Canada,2022-07-04,3969050
China,2022-07-04,1480446
Denmark,2022-07-04,46629
France,2022-07-04,1068869
Netherlands,2022-07-04,106551
New Zealand,2022-07-04,5794
United Kingdom,2022-07-04,200317
Australia,2022-07-05,8334802
Canada,2022-07-05,3975049
China,2022-07-05,1482916
Denmark,2022-07-05,46629
France,2022-07-05,1079424
Netherlands,2022-07-05,106624
New Zealand,2022-07-05,5810
United Kingdom,2022-07-05,201329
Australia,2022-07-06,8377932
Canada,2022-07-06,3976084
China,2022-07-06,1485855
Denmark,2022-07-06,46629
France,2022-07-06,1079625
Netherlands,2022-07-06,106741
New Zealand,2022-07-06,5813
United Kingdom,2022-07-06,202287
Australia,2022-07-07,8419675
Canada,2022-07-07,3984851
China,2022-07-07,1489069
Denmark,2022-07-07,46629
France,2022-07-07,1079625
Netherlands,2022-07-07,106778
New Zealand,2022-07-07,5817
United Kingdom,2022-07-07,202450
Australia,2022-07-08,8453587
Canada,2022-07-08,3988417
China,2022-07-08,1492142
Denmark,2022-07-08,46629
France,2022-07-08,1082876
Netherlands,2022-07-08,107237
New Zealand,2022-07-08,5817
United Kingdom,2022-07-08,204058
Australia,2022-07-09,8488317
Canada,2022-07-09,3989877
China,2022-07-09,1495262
Denmark,2022-07-09,46629
France,2022-07-09,1082876
Netherlands,2022-07-09,107237
New Zealand,2022-07-09,5817
United Kingdom,2022-07-09,204059
Australia,2022-07-10,8516847
Canada,2022-07-10,3990948
China,2022-07-10,1498379
Denmark,2022-07-10,46629
France,2022-07-10,1082876
Netherlands,2022-07-10,107237
New Zealand,2022-07-10,5818
United Kingdom,2022-07-10,204059
Australia,2022-07-11,8561571
Canada,2022-07-11,3991981
China,2022-07-11,1501370
Denmark,2022-07-11,46629
France,2022-07-11,1082990
Netherlands,2022-07-11,107237
New Zealand,2022-07-11,5818
United Kingdom,2022-07-11,204079
Australia,2022-07-12,8605986
Canada,2022-07-12,3995318
China,2022-07-12,1504257
Denmark,2022-07-12,46629
France,2022-07-12,1094001
Netherlands,2022-07-12,107409
New Zealand,2022-07-12,5839
United Kingdom,2022-07-12,204451
Australia,2022-07-13,8653081
Canada,2022-07-13,4000291
China,2022-07-13,1507533
Denmark,2022-07-13,46629
France,2022-07-13,1094250
Netherlands,2022-07-13,107441
New Zealand,2022-07-13,5840
United Kingdom,2022-07-13,205962
Australia,2022-07-14,8691850
Canada,2022-07-14,4018390
China,2022-07-14,1511353
Denmark,2022-07-14,46629
France,2022-07-14,1094250
Netherlands,2022-07-14,107453
New Zealand,2022-07-14,5853
United Kingdom,2022-07-14,206049
Australia,2022-07-15,8734573
Canada,2022-07-15,4024047
China,2022-07-15,1515071
Denmark,2022-07-15,46629
France,2022-07-15,1094414
Netherlands,2022-07-15,107792
New Zealand,2022-07-15,5857
United Kingdom,2022-07-15,207802
Australia,2022-07-16,8773487
Canada,2022-07-16,4026031
China,2022-07-16,1519003
Denmark,2022-07-16,46629
France,2022-07-16,1094414
Netherlands,2022-07-16,107792
New Zealand,2022-07-16,5860
United Kingdom,2022-07-16,207802
Australia,2022-07-17,8811274
Canada,2022-07-17,4026031
China,2022-07-17,1522671
Denmark,2022-07-17,46629
France,2022-07-17,1094414
Netherlands,2022-07-17,107792
New Zealand,2022-07-17,5860
United Kingdom,2022-07-17,207802
Australia,2022-07-18,8863247
Canada,2022-07-18,4026056
China,2022-07-18,1526358
Denmark,2022-07-18,46629
France,2022-07-18,1098104
Netherlands,2022-07-18,107942
New Zealand,2022-07-18,5860
United Kingdom,2022-07-18,207841
Australia,2022-07-19,8912149
Canada,2022-07-19,4036835
China,2022-07-19,1529770
Denmark,2022-07-19,46629
France,2022-07-19,1106422
Netherlands,2022-07-19,107994
New Zealand,2022-07-19,5860
United Kingdom,2022-07-19,207841
Australia,2022-07-20,8967138
Canada,2022-07-20,4040945
China,2022-07-20,1533785
Denmark,2022-07-20,46629
France,2022-07-20,1107019
Netherlands,2022-07-20,108165
New Zealand,2022-07-20,5873
United Kingdom,2022-07-20,208973
Australia,2022-07-21,9018965
Canada,2022-07-21,4051369
China,2022-07-21,1538344
Denmark,2022-07-21,46629
France,2022-07-21,1107019
Netherlands,2022-07-21,108165
New Zealand,2022-07-21,5873
United Kingdom,2022-07-21,209013
Australia,2022-07-22,9065275
Canada,2022-07-22,4059863
China,2022-07-22,1542780
Denmark,2022-07-22,46629
France,2022-07-22,1107654
Netherlands,2022-07-22,108165
New Zealand,2022-07-22,5876
United Kingdom,2022-07-22,210182
Australia,2022-07-23,9103321
Canada,2022-07-23,4061517
China,2022-07-23,1547174
Denmark,2022-07-23,46629
France,2022-07-23,1107654
Netherlands,2022-07-23,108165
New Zealand,2022-07-23,5876
United Kingdom,2022-07-23,210190
Australia,2022-07-24,9136110
Canada,2022-07-24,4062795
China,2022-07-24,1551576
Denmark,2022-07-24,46629
France,2022-07-24,1107654
Netherlands,2022-07-24,108165
New Zealand,2022-07-24,5876
United Kingdom,2022-07-24,210190
Australia,2022-07-25,9185736
Canada,2022-07-25,4064071
China,2022-07-25,1555856
Denmark,2022-07-25,46629
France,2022-07-25,1107824
Netherlands,2022-07-25,108529
New Zealand,2022-07-25,5876
United Kingdom,2022-07-25,210190
Australia,2022-07-26,9235196
Canada,2022-07-26,4071456
China,2022-07-26,1560253
Denmark,2022-07-26,46629
France,2022-07-26,1117439
Netherlands,2022-07-26,108562
New Zealand,2022-07-26,5921
United Kingdom,2022-07-26,210395
Australia,2022-07-27,9282271
Canada,2022-07-27,4074964
China,2022-07-27,1564880
Denmark,2022-07-27,46629
France,2022-07-27,1117749
Netherlands,2022-07-27,108718
New Zealand,2022-07-27,6009
United Kingdom,2022-07-27,210942
Australia,2022-07-28,9326441
Canada,2022-07-28,4084960
China,2022-07-28,1569876
Denmark,2022-07-28,46629
France,2022-07-28,1123486
Netherlands,2022-07-28,108718
New Zealand,2022-07-28,6062
United Kingdom,2022-07-28,210942
Australia,2022-07-29,9376483
Canada,2022-07-29,4090429
China,2022-07-29,1574862
Denmark,2022-07-29,46629
France,2022-07-29,1124508
Netherlands,2022-07-29,108718
New Zealand,2022-07-29,6089
United Kingdom,2022-07-29,211404
Australia,2022-07-30,9408329
Canada,2022-07-30,4091765
China,2022-07-30,1579661
Denmark,2022-07-30,46629
France,2022-07-30,1124508
Netherlands,2022-07-30,108718
New Zealand,2022-07-30,6089
United Kingdom,2022-07-30,211413
Australia,2022-07-31,9435839
Canada,2022-07-31,4092709
China,2022-07-31,1584379
Denmark,2022-07-31,46629
France,2022-07-31,1124508
Netherlands,2022-07-31,108718
New Zealand,2022-07-31,6089
United Kingdom,2022-07-31,211413
Australia,2022-08-01,9473282
Canada,2022-08-01,4093700
China,2022-08-01,1588740
Denmark,2022-08-01,46629
France,2022-08-01,1124508
Netherlands,2022-08-01,108718
New Zealand,2022-08-01,6128
United Kingdom,2022-08-01,211449
Australia,2022-08-02,9517224
Canada,2022-08-02,4099361
China,2022-08-02,1592964
Denmark,2022-08-02,46629
France,2022-08-02,1131436
Netherlands,2022-08-02,108943
New Zealand,2022-08-02,6160
United Kingdom,2022-08-02,211778
Australia,2022-08-03,9554438
Canada,2022-08-03,4102523
China,2022-08-03,1597622
Denmark,2022-08-03,46629
France,2022-08-03,1132508
Netherlands,2022-08-03,109075
New Zealand,2022-08-03,6177
United Kingdom,2022-08-03,212392
Australia,2022-08-04,9586984
Canada,2022-08-04,4094608
China,2022-08-04,1602737
Denmark,2022-08-04,46629
France,2022-08-04,1138023
Netherlands,2022-08-04,109075
New Zealand,2022-08-04,6178
United Kingdom,2022-08-04,212771
Australia,2022-08-05,9615463
Canada,2022-08-05,4115952
China,2022-08-05,1607391
Denmark,2022-08-05,46629
France,2022-08-05,1138188
Netherlands,2022-08-05,109075
New Zealand,2022-08-05,6185
United Kingdom,2022-08-05,213099
Australia,2022-08-06,9638079
Canada,2022-08-06,4117022
China,2022-08-06,1612348
Denmark,2022-08-06,46629
France,2022-08-06,1138188
Netherlands,2022-08-06,109075
New Zealand,2022-08-06,6185
United Kingdom,2022-08-06,213108
Australia,2022-08-07,9656089
Canada,2022-08-07,4117775
China,2022-08-07,1617040
Denmark,2022-08-07,46629
France,2022-08-07,1138188
Netherlands,2022-08-07,109075
New Zealand,2022-08-07,6187
United Kingdom,2022-08-07,213108
Australia,2022-08-08,9684693
Canada,2022-08-08,4118551
China,2022-08-08,1621737
Denmark,2022-08-08,46629
France,2022-08-08,1138646
Netherlands,2022-08-08,109195
New Zealand,2022-08-08,6187
United Kingdom,2022-08-08,213108
Australia,2022-08-09,9709717
Canada,2022-08-09,4120572
China,2022-08-09,1625932
Denmark,2022-08-09,46629
France,2022-08-09,1140213
Netherlands,2022-08-09,109221
New Zealand,2022-08-09,6193
United Kingdom,2022-08-09,213108
Australia,2022-08-10,9729634
Canada,2022-08-10,4123549
China,2022-08-10,1630959
Denmark,2022-08-10,46629
France,2022-08-10,1140420
Netherlands,2022-08-10,109477
New Zealand,2022-08-10,6193
United Kingdom,2022-08-10,213739
Australia,2022-08-11,9760161
Canada,2022-08-11,4136539
China,2022-08-11,1635998
Denmark,2022-08-11,46629
France,2022-08-11,1140762
Netherlands,2022-08-11,109477
New Zealand,2022-08-11,6269
United Kingdom,2022-08-11,213746
Australia,2022-08-12,9778840
Canada,2022-08-12,4141355
China,2022-08-12,1640543
Denmark,2022-08-12,46629
France,2022-08-12,1149697
Netherlands,2022-08-12,109477
New Zealand,2022-08-12,6269
United Kingdom,2022-08-12,213999
Australia,2022-08-13,9794953
Canada,2022-08-13,4141355
China,2022-08-13,1645982
Denmark,2022-08-13,46629
France,2022-08-13,1149697
Netherlands,2022-08-13,109477
New Zealand,2022-08-13,6269
United Kingdom,2022-08-13,213999
Australia,2022-08-14,9810496
Canada,2022-08-14,4141355
China,2022-08-14,1652833
Denmark,2022-08-14,46629
France,2022-08-14,1149697
Netherlands,2022-08-14,109477
New Zealand,2022-08-14,6269
United Kingdom,2022-08-14,213999
Australia,2022-08-15,9828745
Canada,2022-08-15,4141355
China,2022-08-15,1658971
Denmark,2022-08-15,46629
France,2022-08-15,1149901
Netherlands,2022-08-15,109571
New Zealand,2022-08-15,6300
United Kingdom,2022-08-15,213999
Australia,2022-08-16,9849574
Canada,2022-08-16,4148429
China,2022-08-16,1664771
Denmark,2022-08-16,46629
France,2022-08-16,1156912
Netherlands,2022-08-16,109589
New Zealand,2022-08-16,6325
United Kingdom,2022-08-16,214138
Australia,2022-08-17,9870588
Canada,2022-08-17,4151304
China,2022-08-17,1671210
Denmark,2022-08-17,46629
France,2022-08-17,1157103
Netherlands,2022-08-17,109781
New Zealand,2022-08-17,6325
United Kingdom,2022-08-17,214687
Australia,2022-08-18,9887674
Canada,2022-08-18,4160484
China,2022-08-18,1677867
Denmark,2022-08-18,46629
France,2022-08-18,1157103
Netherlands,2022-08-18,109781
New Zealand,2022-08-18,6325
United Kingdom,2022-08-18,214702
Australia,2022-08-19,9902669
Canada,2022-08-19,4166244
China,2022-08-19,1684920
Denmark,2022-08-19,46629
France,2022-08-19,1162281
Netherlands,2022-08-19,109781
New Zealand,2022-08-19,6325
United Kingdom,2022-08-19,214702
Australia,2022-08-20,9911819
Canada,2022-08-20,4167098
China,2022-08-20,1691886
Denmark,2022-08-20,46629
France,2022-08-20,1162281
Netherlands,2022-08-20,109781
New Zealand,2022-08-20,6325
United Kingdom,2022-08-20,214702
Australia,2022-08-21,9922249
Canada,2022-08-21,4167719
China,2022-08-21,1698771
Denmark,2022-08-21,46629
France,2022-08-21,1162281
Netherlands,2022-08-21,109781
New Zealand,2022-08-21,6325
United Kingdom,2022-08-21,214702
Australia,2022-08-22,9933888
Canada,2022-08-22,4168367
China,2022-08-22,1705882
Denmark,2022-08-22,46629
France,2022-08-22,1162316
Netherlands,2022-08-22,109839
New Zealand,2022-08-22,6325
United Kingdom,2022-08-22,214958
Australia,2022-08-23,9948913
Canada,2022-08-23,4171939
China,2022-08-23,1712949
Denmark,2022-08-23,46629
France,2022-08-23,1162736
Netherlands,2022-08-23,109856
New Zealand,2022-08-23,6325
United Kingdom,2022-08-23,214966
Australia,2022-08-24,9960539
Canada,2022-08-24,4175716
China,2022-08-24,1721223
Denmark,2022-08-24,46629
France,2022-08-24,1162872
Netherlands,2022-08-24,110026
New Zealand,2022-08-24,6325
United Kingdom,2022-08-24,215595
Australia,2022-08-25,9976736
Canada,2022-08-25,4183149
China,2022-08-25,1730031
Denmark,2022-08-25,46629
France,2022-08-25,1162928
Netherlands,2022-08-25,110026
New Zealand,2022-08-25,6325
United Kingdom,2022-08-25,215595
Australia,2022-08-26,9987913
Canada,2022-08-26,4187126
China,2022-08-26,1738249
Denmark,2022-08-26,46629
France,2022-08-26,1168914
Netherlands,2022-08-26,110026
New Zealand,2022-08-26,6325
United Kingdom,2022-08-26,215752
Australia,2022-08-27,9997168
Canada,2022-08-27,4187874
China,2022-08-27,1747013
Denmark,2022-08-27,46629
France,2022-08-27,1168914
Netherlands,2022-08-27,110026
New Zealand,2022-08-27,6325
United Kingdom,2022-08-27,215758
Australia,2022-08-28,10005856
Canada,2022-08-28,4188424
China,2022-08-28,1757073
Denmark,2022-08-28,46629
France,2022-08-28,1168914
Netherlands,2022-08-28,110026
New Zealand,2022-08-28,6325
United Kingdom,2022-08-28,215758
Australia,2022-08-29,10018037
Canada,2022-08-29,4188904
China,2022-08-29,1765943
Denmark,2022-08-29,46629
France,2022-08-29,1168914
Netherlands,2022-08-29,110078
New Zealand,2022-08-29,6333
United Kingdom,2022-08-29,215790
Australia,2022-08-30,10030575
Canada,2022-08-30,4192867
China,2022-08-30,1775182
Denmark,2022-08-30,46629
France,2022-08-30,1172878
Netherlands,2022-08-30,110078
New Zealand,2022-08-30,6335
United Kingdom,2022-08-30,215969
Australia,2022-08-31,10042081
Canada,2022-08-31,4194879
China,2022-08-31,1785045
Denmark,2022-08-31,46629
France,2022-08-31,1173202
Netherlands,2022-08-31,110216
New Zealand,2022-08-31,6336
United Kingdom,2022-08-31,216223
Australia,2022-09-01,10051647
Canada,2022-09-01,4204299
China,2022-09-01,1796004
Denmark,2022-09-01,46629
France,2022-09-01,1173227
Netherlands,2022-09-01,110216
New Zealand,2022-09-01,6336
United Kingdom,2022-09-01,216243
Australia,2022-09-02,10060794
Canada,2022-09-02,4207948
China,2022-09-02,1806407
Denmark,2022-09-02,46629
France,2022-09-02,1180481
Netherlands,2022-09-02,110216
New Zealand,2022-09-02,6444
United Kingdom,2022-09-02,216288
Australia,2022-09-03,10066729
Canada,2022-09-03,4208609
China,2022-09-03,1817217
Denmark,2022-09-03,46629
France,2022-09-03,1180481
Netherlands,2022-09-03,110216
New Zealand,2022-09-03,6446
United Kingdom,2022-09-03,216288
Australia,2022-09-04,10072887
Canada,2022-09-04,4209083
China,2022-09-04,1828249
Denmark,2022-09-04,46629
France,2022-09-04,1180481
Netherlands,2022-09-04,110216
New Zealand,2022-09-04,6446
United Kingdom,2022-09-04,216288
Australia,2022-09-05,10083201
Canada,2022-09-05,4209529
China,2022-09-05,1838580
Denmark,2022-09-05,46629
France,2022-09-05,1180497
Netherlands,2022-09-05,110282
New Zealand,2022-09-05,6446
United Kingdom,2022-09-05,216302
Australia,2022-09-06,10095000
Canada,2022-09-06,4212426
China,2022-09-06,1848333
Denmark,2022-09-06,46629
France,2022-09-06,1180517
Netherlands,2022-09-06,110293
New Zealand,2022-09-06,6453
United Kingdom,2022-09-06,216344
Australia,2022-09-07,10103268
Canada,2022-09-07,4214418
China,2022-09-07,1858807
Denmark,2022-09-07,46629
France,2022-09-07,1180540
Netherlands,2022-09-07,110414
New Zealand,2022-09-07,6454
United Kingdom,2022-09-07,216996
Australia,2022-09-08,10111190
Canada,2022-09-08,4221426
China,2022-09-08,1870199
Denmark,2022-09-08,46629
France,2022-09-08,1180540
Netherlands,2022-09-08,110414
New Zealand,2022-09-08,6455
United Kingdom,2022-09-08,217020
Australia,2022-09-09,10111728
Canada,2022-09-09,4224746
China,2022-09-09,1880565
Denmark,2022-09-09,46629
France,2022-09-09,1180540
Netherlands,2022-09-09,110414
New Zealand,2022-09-09,6462
United Kingdom,2022-09-09,217036
Australia,2022-09-10,10114810
Canada,2022-09-10,4225383
China,2022-09-10,1890586
Denmark,2022-09-10,46629
France,2022-09-10,1180540
Netherlands,2022-09-10,110414
New Zealand,2022-09-10,6463
United Kingdom,2022-09-10,217142
Australia,2022-09-11,10119203
Canada,2022-09-11,4225383
China,2022-09-11,1899845
Denmark,2022-09-11,46629
France,2022-09-11,1180540
Netherlands,2022-09-11,110414
New Zealand,2022-09-11,6463
United Kingdom,2022-09-11,217145
Australia,2022-09-12,10121004
Canada,2022-09-12,4226502
China,2022-09-12,1908025
Denmark,2022-09-12,46629
France,2022-09-12,1185289
Netherlands,2022-09-12,110414
New Zealand,2022-09-12,6463
United Kingdom,2022-09-12,217424
Australia,2022-09-13,10122875
Canada,2022-09-13,4229973
China,2022-09-13,1915465
Denmark,2022-09-13,46629
France,2022-09-13,1189391
Netherlands,2022-09-13,110422
New Zealand,2022-09-13,6465
United Kingdom,2022-09-13,217430
Australia,2022-09-14,10122875
Canada,2022-09-14,4231051
China,2022-09-14,1923226
Denmark,2022-09-14,46629
France,2022-09-14,1189488
Netherlands,2022-09-14,110452
New Zealand,2022-09-14,6467
United Kingdom,2022-09-14,217609
Australia,2022-09-15,10150636
Canada,2022-09-15,4239062
China,2022-09-15,1931574
Denmark,2022-09-15,46629
France,2022-09-15,1192078
Netherlands,2022-09-15,110476
New Zealand,2022-09-15,6467
United Kingdom,2022-09-15,217835
Australia,2022-09-16,10157316
Canada,2022-09-16,4243995
China,2022-09-16,1940713
Denmark,2022-09-16,46629
France,2022-09-16,1192166
Netherlands,2022-09-16,110476
New Zealand,2022-09-16,6468
United Kingdom,2022-09-16,218129
Australia,2022-09-17,10158445
Canada,2022-09-17,4244609
China,2022-09-17,1949095
Denmark,2022-09-17,46629
France,2022-09-17,1192166
Netherlands,2022-09-17,110476
New Zealand,2022-09-17,6468
United Kingdom,2022-09-17,218147
Australia,2022-09-18,10159613
Canada,2022-09-18,4245069
China,2022-09-18,1956552
Denmark,2022-09-18,46629
France,2022-09-18,1192166
Netherlands,2022-09-18,110476
New Zealand,2022-09-18,6468
United Kingdom,2022-09-18,218167
Australia,2022-09-19,10161241
Canada,2022-09-19,4245653
China,2022-09-19,1962985
Denmark,2022-09-19,46629
France,2022-09-19,1192209
Netherlands,2022-09-19,110476
New Zealand,2022-09-19,6468
United Kingdom,2022-09-19,218178
Australia,2022-09-20,10162809
Canada,2022-09-20,4249785
China,2022-09-20,1968729
Denmark,2022-09-20,46629
France,2022-09-20,1192241
Netherlands,2022-09-20,110480
New Zealand,2022-09-20,6469
United Kingdom,2022-09-20,218223
Australia,2022-09-21,10164301
Canada,2022-09-21,4251885
China,2022-09-21,1974596
Denmark,2022-09-21,46629
France,2022-09-21,1192294
Netherlands,2022-09-21,110509
New Zealand,2022-09-21,6469
United Kingdom,2022-09-21,218805
Australia,2022-09-22,10199774
Canada,2022-09-22,4259370
China,2022-09-22,1980803
Denmark,2022-09-22,46629
France,2022-09-22,1192294
Netherlands,2022-09-22,110509
New Zealand,2022-09-22,6469
United Kingdom,2022-09-22,218907
Australia,2022-09-23,10201791
Canada,2022-09-23,4262433
China,2022-09-23,1986378
Denmark,2022-09-23,46629
France,2022-09-23,1193658
Netherlands,2022-09-23,110509
New Zealand,2022-09-23,6469
United Kingdom,2022-09-23,219226
Australia,2022-09-24,10201791
Canada,2022-09-24,4263166
China,2022-09-24,1991699
Denmark,2022-09-24,46629
France,2022-09-24,1193658
Netherlands,2022-09-24,110509
New Zealand,2022-09-24,6469
United Kingdom,2022-09-24,220086
Australia,2022-09-25,10204195
Canada,2022-09-25,4263787
China,2022-09-25,1995737
Denmark,2022-09-25,46629
France,2022-09-25,1193658
Netherlands,2022-09-25,110509
New Zealand,2022-09-25,6469
United Kingdom,2022-09-25,220086
Australia,2022-09-26,10205957
Canada,2022-09-26,4264412
China,2022-09-26,1999972
Denmark,2022-09-26,46629
France,2022-09-26,1193658
Netherlands,2022-09-26,110513
New Zealand,2022-09-26,6469
United Kingdom,2022-09-26,220086
Australia,2022-09-27,10207587
Canada,2022-09-27,4267599
China,2022-09-27,2003778
Denmark,2022-09-27,46629
France,2022-09-27,1195244
Netherlands,2022-09-27,110513
New Zealand,2022-09-27,6469
United Kingdom,2022-09-27,220097
Australia,2022-09-28,10209239
Canada,2022-09-28,4270263
China,2022-09-28,2008199
Denmark,2022-09-28,46629
France,2022-09-28,1195257
Netherlands,2022-09-28,110546
New Zealand,2022-09-28,6469
United Kingdom,2022-09-28,220499
Australia,2022-09-29,10238422
Canada,2022-09-29,4278417
China,2022-09-29,2012624
Denmark,2022-09-29,46629
France,2022-09-29,1195880
Netherlands,2022-09-29,110546
New Zealand,2022-09-29,6469
United Kingdom,2022-09-29,220499
Australia,2022-09-30,10239653
Canada,2022-09-30,4279303
China,2022-09-30,2016819
Denmark,2022-09-30,46629
France,2022-09-30,1195898
Netherlands,2022-09-30,110546
New Zealand,2022-09-30,6469
United Kingdom,2022-09-30,220509
Australia,2022-10-01,10240631
Canada,2022-10-01,4280148
China,2022-10-01,2020905
Denmark,2022-10-01,46629
France,2022-10-01,1195898
Netherlands,2022-10-01,110546
New Zealand,2022-10-01,6469
United Kingdom,2022-10-01,220644
Australia,2022-10-02,10241739
Canada,2022-10-02,4280746
China,2022-10-02,2024714
Denmark,2022-10-02,46629
France,2022-10-02,1195898
Netherlands,2022-10-02,110546
New Zealand,2022-10-02,6469
United Kingdom,2022-10-02,220644
Australia,2022-10-03,10243195
Canada,2022-10-03,4283152
China,2022-10-03,2028551
Denmark,2022-10-03,46629
France,2022-10-03,1195898
Netherlands,2022-10-03,110548
New Zealand,2022-10-03,6469
United Kingdom,2022-10-03,220645
Australia,2022-10-04,10244727
Canada,2022-10-04,4287495
China,2022-10-04,2032053
Denmark,2022-10-04,46629
France,2022-10-04,1197328
Netherlands,2022-10-04,110548
New Zealand,2022-10-04,6469
United Kingdom,2022-10-04,220772
Australia,2022-10-05,10246170
Canada,2022-10-05,4288580
China,2022-10-05,2035981
Denmark,2022-10-05,46629
France,2022-10-05,1197455
Netherlands,2022-10-05,111766
New Zealand,2022-10-05,6469
United Kingdom,2022-10-05,221407
Australia,2022-10-06,10275165
Canada,2022-10-06,4297138
China,2022-10-06,2040587
Denmark,2022-10-06,46629
France,2022-10-06,1197455
Netherlands,2022-10-06,111766
New Zealand,2022-10-06,6470
United Kingdom,2022-10-06,221407
Australia,2022-10-07,10275681
Canada,2022-10-07,4300429
China,2022-10-07,2045432
Denmark,2022-10-07,46629
France,2022-10-07,1197870
Netherlands,2022-10-07,111766
New Zealand,2022-10-07,6470
United Kingdom,2022-10-07,222037
Australia,2022-10-08,10276500
Canada,2022-10-08,4301362
China,2022-10-08,2050860
Denmark,2022-10-08,46629
France,2022-10-08,1197870
Netherlands,2022-10-08,111766
New Zealand,2022-10-08,6470
United Kingdom,2022-10-08,222037
Australia,2022-10-09,10277539
Canada,2022-10-09,4301993
China,2022-10-09,2056184
Denmark,2022-10-09,46629
France,2022-10-09,1197870
Netherlands,2022-10-09,111766
New Zealand,2022-10-09,6470
United Kingdom,2022-10-09,222037
Australia,2022-10-10,10278831
Canada,2022-10-10,4302706
China,2022-10-10,2061549
Denmark,2022-10-10,46629
France,2022-10-10,1197870
Netherlands,2022-10-10,111766
New Zealand,2022-10-10,6470
United Kingdom,2022-10-10,222037
Australia,2022-10-11,10280150
Canada,2022-10-11,4306143
China,2022-10-11,2066622
Denmark,2022-10-11,46629
France,2022-10-11,1200792
Netherlands,2022-10-11,111777
New Zealand,2022-10-11,6470
United Kingdom,2022-10-11,222184
Australia,2022-10-12,10281387
Canada,2022-10-12,4309979
China,2022-10-12,2071779
Denmark,2022-10-12,46629
France,2022-10-12,1200096
Netherlands,2022-10-12,111822
