Country/Region,Date,Deaths
China,2022-07-07,14635
Denmark,2022-07-07,49
France,2022-07-07,4367
Netherlands,2022-07-07,624
New Zealand,2022-07-07,1
United Kingdom,2022-07-07,680
Australia,2022-07-08,10298
Canada,2022-07-08,42140
China,2022-07-08,14638
Denmark,2022-07-08,49
France,2022-07-08,4374
Netherlands,2022-07-08,626
New Zealand,2022-07-08,1
United Kingdom,2022-07-08,680
Australia,2022-07-09,10314
Canada,2022-07-09,42150
China,2022-07-09,14638
Denmark,2022-07-09,49
France,2022-07-09,4374
Netherlands,2022-07-09,626
New Zealand,2022-07-09,1
United Kingdom,2022-07-09,680
Australia,2022-07-10,10326
Canada,2022-07-10,42156
China,2022-07-10,14640
Denmark,2022-07-10,49
France,2022-07-10,4374
Netherlands,2022-07-10,626
New Zealand,2022-07-10,1
United Kingdom,2022-07-10,680
Australia,2022-07-11,10384
Canada,2022-07-11,42163
China,2022-07-11,14647
Denmark,2022-07-11,49
France,2022-07-11,4374
Netherlands,2022-07-11,626
New Zealand,2022-07-11,1
United Kingdom,2022-07-11,680
Australia,2022-07-12,10442
Canada,2022-07-12,42168
China,2022-07-12,14649
Denmark,2022-07-12,49
France,2022-07-12,4387
Netherlands,2022-07-12,628
New Zealand,2022-07-12,1
United Kingdom,2022-07-12,680
Australia,2022-07-13,10515
Canada,2022-07-13,42212
China,2022-07-13,14651
Denmark,2022-07-13,49
France,2022-07-13,4387
Netherlands,2022-07-13,628
New Zealand,2022-07-13,1
United Kingdom,2022-07-13,682
Australia,2022-07-14,10578
Canada,2022-07-14,42278
China,2022-07-14,14658
Denmark,2022-07-14,49
France,2022-07-14,4387
Netherlands,2022-07-14,628
New Zealand,2022-07-14,1
United Kingdom,2022-07-14,682
Australia,2022-07-15,10659
Canada,2022-07-15,42328
China,2022-07-15,14663
Denmark,2022-07-15,49
France,2022-07-15,4387
Netherlands,2022-07-15,628
New Zealand,2022-07-15,1
United Kingdom,2022-07-15,682
Australia,2022-07-16,10689
Canada,2022-07-16,42356
China,2022-07-16,14664
Denmark,2022-07-16,49
France,2022-07-16,4387
Netherlands,2022-07-16,628
New Zealand,2022-07-16,1
United Kingdom,2022-07-16,682
Australia,2022-07-17,10715
Canada,2022-07-17,42364
China,2022-07-17,14668
Denmark,2022-07-17,49
France,2022-07-17,4387
Netherlands,2022-07-17,628
New Zealand,2022-07-17,1
United Kingdom,2022-07-17,682
Australia,2022-07-18,10794
Canada,2022-07-18,42364
China,2022-07-18,14671
Denmark,2022-07-18,49
France,2022-07-18,4393
Netherlands,2022-07-18,630
New Zealand,2022-07-18,1
United Kingdom,2022-07-18,682
Australia,2022-07-19,10884
Canada,2022-07-19,42414
China,2022-07-19,14675
Denmark,2022-07-19,49
France,2022-07-19,4400
Netherlands,2022-07-19,630
New Zealand,2022-07-19,1
United Kingdom,2022-07-19,682
Australia,2022-07-20,10968
Canada,2022-07-20,42466
China,2022-07-20,14676
Denmark,2022-07-20,49
France,2022-07-20,4400
Netherlands,2022-07-20,630
New Zealand,2022-07-20,1
United Kingdom,2022-07-20,688
Australia,2022-07-21,11028
Canada,2022-07-21,42536
China,2022-07-21,14680
Denmark,2022-07-21,49
France,2022-07-21,4400
Netherlands,2022-07-21,630
New Zealand,2022-07-21,1
United Kingdom,2022-07-21,688
Australia,2022-07-22,11134
Canada,2022-07-22,42668
China,2022-07-22,14686
Denmark,2022-07-22,49
France,2022-07-22,4400
Netherlands,2022-07-22,630
New Zealand,2022-07-22,1
United Kingdom,2022-07-22,688
Australia,2022-07-23,11172
Canada,2022-07-23,42683
China,2022-07-23,14693
Denmark,2022-07-23,49
France,2022-07-23,4400
Netherlands,2022-07-23,630
New Zealand,2022-07-23,1
United Kingdom,2022-07-23,689
Australia,2022-07-24,11185
Canada,2022-07-24,42691
China,2022-07-24,14701
Denmark,2022-07-24,49
France,2022-07-24,4400
Netherlands,2022-07-24,630
New Zealand,2022-07-24,1
United Kingdom,2022-07-24,689
Australia,2022-07-25,11300
Canada,2022-07-25,42695
China,2022-07-25,14704
Denmark,2022-07-25,49
France,2022-07-25,4400
Netherlands,2022-07-25,630
New Zealand,2022-07-25,1
United Kingdom,2022-07-25,689
Australia,2022-07-26,11386
Canada,2022-07-26,42739
China,2022-07-26,14710
Denmark,2022-07-26,49
France,2022-07-26,4413
Netherlands,2022-07-26,630
New Zealand,2022-07-26,1
United Kingdom,2022-07-26,692
Australia,2022-07-27,11512
Canada,2022-07-27,42777
China,2022-07-27,14720
Denmark,2022-07-27,49
France,2022-07-27,4413
Netherlands,2022-07-27,630
New Zealand,2022-07-27,1
United Kingdom,2022-07-27,695
Australia,2022-07-28,11669
Canada,2022-07-28,42905
China,2022-07-28,14725
Denmark,2022-07-28,49
France,2022-07-28,4420
Netherlands,2022-07-28,630
New Zealand,2022-07-28,1
United Kingdom,2022-07-28,695
Australia,2022-07-29,11804
Canada,2022-07-29,42937
China,2022-07-29,14730
Denmark,2022-07-29,49
France,2022-07-29,4420
Netherlands,2022-07-29,630
New Zealand,2022-07-29,1
United Kingdom,2022-07-29,696
Australia,2022-07-30,11846
Canada,2022-07-30,42949
China,2022-07-30,14734
Denmark,2022-07-30,49
France,2022-07-30,4420
Netherlands,2022-07-30,630
New Zealand,2022-07-30,1
United Kingdom,2022-07-30,696
Australia,2022-07-31,11865
Canada,2022-07-31,42951
China,2022-07-31,14735
Denmark,2022-07-31,49
France,2022-07-31,4420
Netherlands,2022-07-31,630
New Zealand,2022-07-31,1
United Kingdom,2022-07-31,696
Australia,2022-08-01,11957
Canada,2022-08-01,42951
China,2022-08-01,14741
Denmark,2022-08-01,49
France,2022-08-01,4420
Netherlands,2022-08-01,630
New Zealand,2022-08-01,1
United Kingdom,2022-08-01,696
Australia,2022-08-02,12026
Canada,2022-08-02,42969
China,2022-08-02,14752
Denmark,2022-08-02,49
France,2022-08-02,4435
Netherlands,2022-08-02,632
New Zealand,2022-08-02,1
United Kingdom,2022-08-02,696
Australia,2022-08-03,12111
Canada,2022-08-03,43000
China,2022-08-03,14756
Denmark,2022-08-03,49
France,2022-08-03,4435
Netherlands,2022-08-03,632
New Zealand,2022-08-03,1
United Kingdom,2022-08-03,706
Australia,2022-08-04,12201
Canada,2022-08-04,43066
China,2022-08-04,14759
Denmark,2022-08-04,49
France,2022-08-04,4442
Netherlands,2022-08-04,632
New Zealand,2022-08-04,1
United Kingdom,2022-08-04,707
Australia,2022-08-05,12289
Canada,2022-08-05,43142
China,2022-08-05,14763
Denmark,2022-08-05,49
France,2022-08-05,4442
Netherlands,2022-08-05,632
New Zealand,2022-08-05,1
United Kingdom,2022-08-05,709
Australia,2022-08-06,12321
Canada,2022-08-06,43154
China,2022-08-06,14767
Denmark,2022-08-06,49
France,2022-08-06,4442
Netherlands,2022-08-06,632
New Zealand,2022-08-06,1
United Kingdom,2022-08-06,709
Australia,2022-08-07,12335
Canada,2022-08-07,43158
China,2022-08-07,14772
Denmark,2022-08-07,49
France,2022-08-07,4442
Netherlands,2022-08-07,632
New Zealand,2022-08-07,1
United Kingdom,2022-08-07,709
Australia,2022-08-08,12439
Canada,2022-08-08,43163
China,2022-08-08,14779
Denmark,2022-08-08,49
France,2022-08-08,4442
Netherlands,2022-08-08,632
New Zealand,2022-08-08,1
United Kingdom,2022-08-08,709
Australia,2022-08-09,12560
Canada,2022-08-09,43188
China,2022-08-09,14782
Denmark,2022-08-09,49
France,2022-08-09,4442
Netherlands,2022-08-09,632
New Zealand,2022-08-09,1
United Kingdom,2022-08-09,709
Australia,2022-08-10,12617
Canada,2022-08-10,43228
China,2022-08-10,14786
Denmark,2022-08-10,49
France,2022-08-10,4442
Netherlands,2022-08-10,633
New Zealand,2022-08-10,1
United Kingdom,2022-08-10,711
Australia,2022-08-11,12739
Canada,2022-08-11,43408
China,2022-08-11,14787
Denmark,2022-08-11,49
France,2022-08-11,4442
Netherlands,2022-08-11,633
New Zealand,2022-08-11,1
United Kingdom,2022-08-11,711
Australia,2022-08-12,12820
Canada,2022-08-12,43440
China,2022-08-12,14791
Denmark,2022-08-12,49
France,2022-08-12,4456
Netherlands,2022-08-12,633
New Zealand,2022-08-12,1
United Kingdom,2022-08-12,711
Australia,2022-08-13,12862
Canada,2022-08-13,43440
China,2022-08-13,14794
Denmark,2022-08-13,49
France,2022-08-13,4456
Netherlands,2022-08-13,633
New Zealand,2022-08-13,1
United Kingdom,2022-08-13,711
Australia,2022-08-14,12886
Canada,2022-08-14,43440
China,2022-08-14,14797
Denmark,2022-08-14,49
France,2022-08-14,4456
Netherlands,2022-08-14,633
New Zealand,2022-08-14,1
United Kingdom,2022-08-14,711
Australia,2022-08-15,12954
Canada,2022-08-15,43440
China,2022-08-15,14801
Denmark,2022-08-15,49
France,2022-08-15,4456
Netherlands,2022-08-15,633
New Zealand,2022-08-15,1
United Kingdom,2022-08-15,711
Australia,2022-08-16,13024
Canada,2022-08-16,43498
China,2022-08-16,14812
Denmark,2022-08-16,49
France,2022-08-16,4475
Netherlands,2022-08-16,633
New Zealand,2022-08-16,1
United Kingdom,2022-08-16,711
Australia,2022-08-17,13153
Canada,2022-08-17,43539
China,2022-08-17,14816
Denmark,2022-08-17,49
France,2022-08-17,4475
Netherlands,2022-08-17,636
New Zealand,2022-08-17,1
United Kingdom,2022-08-17,712
Australia,2022-08-18,13229
Canada,2022-08-18,43658
China,2022-08-18,14821
Denmark,2022-08-18,49
France,2022-08-18,4475
Netherlands,2022-08-18,636
New Zealand,2022-08-18,1
United Kingdom,2022-08-18,713
Australia,2022-08-19,13325
Canada,2022-08-19,43740
China,2022-08-19,14829
Denmark,2022-08-19,49
France,2022-08-19,4477
Netherlands,2022-08-19,636
New Zealand,2022-08-19,1
United Kingdom,2022-08-19,713
Australia,2022-08-20,13360
Canada,2022-08-20,43755
China,2022-08-20,14834
Denmark,2022-08-20,49
France,2022-08-20,4477
Netherlands,2022-08-20,636
New Zealand,2022-08-20,1
United Kingdom,2022-08-20,713
Australia,2022-08-21,13369
Canada,2022-08-21,43755
China,2022-08-21,14837
Denmark,2022-08-21,49
France,2022-08-21,4477
Netherlands,2022-08-21,636
New Zealand,2022-08-21,1
United Kingdom,2022-08-21,713
Australia,2022-08-22,13456
Canada,2022-08-22,43756
China,2022-08-22,14842
Denmark,2022-08-22,49
France,2022-08-22,4477
Netherlands,2022-08-22,636
New Zealand,2022-08-22,1
United Kingdom,2022-08-22,713
Australia,2022-08-23,13517
Canada,2022-08-23,43777
China,2022-08-23,14852
Denmark,2022-08-23,49
France,2022-08-23,4477
Netherlands,2022-08-23,636
New Zealand,2022-08-23,1
United Kingdom,2022-08-23,713
Australia,2022-08-24,13534
Canada,2022-08-24,43859
China,2022-08-24,14866
Denmark,2022-08-24,49
France,2022-08-24,4477
Netherlands,2022-08-24,638
New Zealand,2022-08-24,1
United Kingdom,2022-08-24,714
Australia,2022-08-25,13647
Canada,2022-08-25,44003
China,2022-08-25,14875
Denmark,2022-08-25,49
France,2022-08-25,4477
Netherlands,2022-08-25,638
New Zealand,2022-08-25,1
United Kingdom,2022-08-25,714
Australia,2022-08-26,13734
Canada,2022-08-26,44049
China,2022-08-26,14882
Denmark,2022-08-26,49
France,2022-08-26,4483
Netherlands,2022-08-26,638
New Zealand,2022-08-26,1
United Kingdom,2022-08-26,715
Australia,2022-08-27,13749
Canada,2022-08-27,44058
China,2022-08-27,14886
Denmark,2022-08-27,49
France,2022-08-27,4483
Netherlands,2022-08-27,638
New Zealand,2022-08-27,1
United Kingdom,2022-08-27,715
Australia,2022-08-28,13760
Canada,2022-08-28,44059
China,2022-08-28,14896
Denmark,2022-08-28,49
France,2022-08-28,4483
Netherlands,2022-08-28,638
New Zealand,2022-08-28,1
United Kingdom,2022-08-28,715
Australia,2022-08-29,13834
Canada,2022-08-29,44059
China,2022-08-29,14900
Denmark,2022-08-29,49
France,2022-08-29,4483
Netherlands,2022-08-29,638
New Zealand,2022-08-29,1
United Kingdom,2022-08-29,716
Australia,2022-08-30,13900
Canada,2022-08-30,44112
China,2022-08-30,14913
Denmark,2022-08-30,49
France,2022-08-30,4504
Netherlands,2022-08-30,638
New Zealand,2022-08-30,1
United Kingdom,2022-08-30,717
Australia,2022-08-31,13961
Canada,2022-08-31,44165
China,2022-08-31,14922
Denmark,2022-08-31,49
France,2022-08-31,4504
Netherlands,2022-08-31,639
New Zealand,2022-08-31,1
United Kingdom,2022-08-31,717
Australia,2022-09-01,13999
Canada,2022-09-01,44317
China,2022-09-01,14933
Denmark,2022-09-01,49
France,2022-09-01,4504
Netherlands,2022-09-01,639
New Zealand,2022-09-01,1
United Kingdom,2022-09-01,718
Australia,2022-09-02,14053
Canada,2022-09-02,44360
China,2022-09-02,14941
Denmark,2022-09-02,49
France,2022-09-02,4517
Netherlands,2022-09-02,639
New Zealand,2022-09-02,1
United Kingdom,2022-09-02,718
Australia,2022-09-03,14067
Canada,2022-09-03,44364
China,2022-09-03,14948
Denmark,2022-09-03,49
France,2022-09-03,4517
Netherlands,2022-09-03,639
New Zealand,2022-09-03,1
United Kingdom,2022-09-03,718
Australia,2022-09-04,14077
Canada,2022-09-04,44369
China,2022-09-04,14956
Denmark,2022-09-04,49
France,2022-09-04,4517
Netherlands,2022-09-04,639
New Zealand,2022-09-04,1
United Kingdom,2022-09-04,718
Australia,2022-09-05,14145
Canada,2022-09-05,44370
China,2022-09-05,14964
Denmark,2022-09-05,49
France,2022-09-05,4517
Netherlands,2022-09-05,639
New Zealand,2022-09-05,1
United Kingdom,2022-09-05,719
Australia,2022-09-06,14214
Canada,2022-09-06,44379
China,2022-09-06,14973
Denmark,2022-09-06,49
France,2022-09-06,4517
Netherlands,2022-09-06,639
New Zealand,2022-09-06,1
United Kingdom,2022-09-06,719
Australia,2022-09-07,14275
Canada,2022-09-07,44434
China,2022-09-07,14989
Denmark,2022-09-07,49
France,2022-09-07,4517
Netherlands,2022-09-07,640
New Zealand,2022-09-07,1
United Kingdom,2022-09-07,719
Australia,2022-09-08,14359
Canada,2022-09-08,44545
China,2022-09-08,15001
Denmark,2022-09-08,49
France,2022-09-08,4517
Netherlands,2022-09-08,640
New Zealand,2022-09-08,1
United Kingdom,2022-09-08,719
Australia,2022-09-09,14421
Canada,2022-09-09,44599
China,2022-09-09,15012
Denmark,2022-09-09,49
France,2022-09-09,4517
Netherlands,2022-09-09,640
New Zealand,2022-09-09,1
United Kingdom,2022-09-09,719
Australia,2022-09-10,14426
Canada,2022-09-10,44607
China,2022-09-10,15020
Denmark,2022-09-10,49
France,2022-09-10,4517
Netherlands,2022-09-10,640
New Zealand,2022-09-10,1
United Kingdom,2022-09-10,719
Australia,2022-09-11,14432
Canada,2022-09-11,44607
China,2022-09-11,15031
Denmark,2022-09-11,49
France,2022-09-11,4517
Netherlands,2022-09-11,640
New Zealand,2022-09-11,1
United Kingdom,2022-09-11,719
Australia,2022-09-12,14457
Canada,2022-09-12,44611
China,2022-09-12,15042
Denmark,2022-09-12,49
France,2022-09-12,4522
Netherlands,2022-09-12,640
New Zealand,2022-09-12,1
United Kingdom,2022-09-12,720
Australia,2022-09-13,14458
Canada,2022-09-13,44646
China,2022-09-13,15052
Denmark,2022-09-13,49
France,2022-09-13,4537
Netherlands,2022-09-13,640
New Zealand,2022-09-13,1
United Kingdom,2022-09-13,720
Australia,2022-09-14,14458
Canada,2022-09-14,44662
China,2022-09-14,15062
Denmark,2022-09-14,49
France,2022-09-14,4537
Netherlands,2022-09-14,640
New Zealand,2022-09-14,1
United Kingdom,2022-09-14,720
Australia,2022-09-15,14624
Canada,2022-09-15,44919
China,2022-09-15,15068
Denmark,2022-09-15,49
France,2022-09-15,4542
Netherlands,2022-09-15,640
New Zealand,2022-09-15,1
United Kingdom,2022-09-15,722
Australia,2022-09-16,14749
Canada,2022-09-16,44996
China,2022-09-16,15084
Denmark,2022-09-16,49
France,2022-09-16,4543
Netherlands,2022-09-16,640
New Zealand,2022-09-16,1
United Kingdom,2022-09-16,723
Australia,2022-09-17,14759
Canada,2022-09-17,45003
China,2022-09-17,15100
Denmark,2022-09-17,49
France,2022-09-17,4543
Netherlands,2022-09-17,640
New Zealand,2022-09-17,1
United Kingdom,2022-09-17,723
Australia,2022-09-18,14763
Canada,2022-09-18,45011
China,2022-09-18,15123
Denmark,2022-09-18,49
France,2022-09-18,4543
Netherlands,2022-09-18,640
New Zealand,2022-09-18,1
United Kingdom,2022-09-18,723
Australia,2022-09-19,14783
Canada,2022-09-19,45012
China,2022-09-19,15133
Denmark,2022-09-19,49
France,2022-09-19,4543
Netherlands,2022-09-19,640
New Zealand,2022-09-19,1
United Kingdom,2022-09-19,723
Australia,2022-09-20,14787
Canada,2022-09-20,45033
China,2022-09-20,15140
Denmark,2022-09-20,49
France,2022-09-20,4543
Netherlands,2022-09-20,640
New Zealand,2022-09-20,1
United Kingdom,2022-09-20,723
Australia,2022-09-21,14820
Canada,2022-09-21,45067
China,2022-09-21,15149
Denmark,2022-09-21,49
France,2022-09-21,4543
Netherlands,2022-09-21,640
New Zealand,2022-09-21,1
United Kingdom,2022-09-21,723
Australia,2022-09-22,14924
Canada,2022-09-22,45181
China,2022-09-22,15166
Denmark,2022-09-22,49
France,2022-09-22,4543
Netherlands,2022-09-22,640
New Zealand,2022-09-22,1
United Kingdom,2022-09-22,723
Australia,2022-09-23,14925
Canada,2022-09-23,45218
China,2022-09-23,15331
Denmark,2022-09-23,49
France,2022-09-23,4551
Netherlands,2022-09-23,640
New Zealand,2022-09-23,1
United Kingdom,2022-09-23,723
Australia,2022-09-24,14925
Canada,2022-09-24,45233
China,2022-09-24,15338
Denmark,2022-09-24,49
France,2022-09-24,4551
Netherlands,2022-09-24,640
New Zealand,2022-09-24,1
United Kingdom,2022-09-24,723
Australia,2022-09-25,14928
Canada,2022-09-25,45234
China,2022-09-25,15348
Denmark,2022-09-25,49
France,2022-09-25,4551
Netherlands,2022-09-25,640
New Zealand,2022-09-25,1
United Kingdom,2022-09-25,723
Australia,2022-09-26,14950
Canada,2022-09-26,45236
China,2022-09-26,15360
Denmark,2022-09-26,49
France,2022-09-26,4551
Netherlands,2022-09-26,640
New Zealand,2022-09-26,1
United Kingdom,2022-09-26,723
Australia,2022-09-27,14963
Canada,2022-09-27,45263
China,2022-09-27,15366
Denmark,2022-09-27,49
France,2022-09-27,4560
Netherlands,2022-09-27,640
New Zealand,2022-09-27,1
United Kingdom,2022-09-27,723
Australia,2022-09-28,14984
Canada,2022-09-28,45304
China,2022-09-28,15380
Denmark,2022-09-28,49
France,2022-09-28,4560
Netherlands,2022-09-28,642
New Zealand,2022-09-28,1
United Kingdom,2022-09-28,725
Australia,2022-09-29,15171
Canada,2022-09-29,45407
China,2022-09-29,15385
Denmark,2022-09-29,49
France,2022-09-29,4563
Netherlands,2022-09-29,642
New Zealand,2022-09-29,1
United Kingdom,2022-09-29,725
Australia,2022-09-30,15221
Canada,2022-09-30,45421
China,2022-09-30,15393
Denmark,2022-09-30,49
France,2022-09-30,4563
Netherlands,2022-09-30,642
New Zealand,2022-09-30,1
United Kingdom,2022-09-30,725
Australia,2022-10-01,15221
Canada,2022-10-01,45430
China,2022-10-01,15399
Denmark,2022-10-01,49
France,2022-10-01,4563
Netherlands,2022-10-01,642
New Zealand,2022-10-01,1
United Kingdom,2022-10-01,725
Australia,2022-10-02,15221
Canada,2022-10-02,45434
China,2022-10-02,15405
Denmark,2022-10-02,49
France,2022-10-02,4563
Netherlands,2022-10-02,642
New Zealand,2022-10-02,1
United Kingdom,2022-10-02,725
Australia,2022-10-03,15228
Canada,2022-10-03,45455
China,2022-10-03,15408
Denmark,2022-10-03,49
France,2022-10-03,4563
Netherlands,2022-10-03,642
New Zealand,2022-10-03,1
United Kingdom,2022-10-03,725
Australia,2022-10-04,15234
Canada,2022-10-04,45486
China,2022-10-04,15416
Denmark,2022-10-04,49
France,2022-10-04,4565
Netherlands,2022-10-04,642
New Zealand,2022-10-04,1
United Kingdom,2022-10-04,725
Australia,2022-10-05,15249
Canada,2022-10-05,45486
China,2022-10-05,15426
Denmark,2022-10-05,49
France,2022-10-05,4565
Netherlands,2022-10-05,642
New Zealand,2022-10-05,1
United Kingdom,2022-10-05,728
Australia,2022-10-06,15330
Canada,2022-10-06,45606
China,2022-10-06,15432
Denmark,2022-10-06,49
France,2022-10-06,4565
Netherlands,2022-10-06,642
New Zealand,2022-10-06,1
United Kingdom,2022-10-06,728
Australia,2022-10-07,15369
Canada,2022-10-07,45640
China,2022-10-07,15434
Denmark,2022-10-07,49
France,2022-10-07,4564
Netherlands,2022-10-07,642
New Zealand,2022-10-07,1
United Kingdom,2022-10-07,730
Australia,2022-10-08,15369
Canada,2022-10-08,45646
China,2022-10-08,15447
Denmark,2022-10-08,49
France,2022-10-08,4564
Netherlands,2022-10-08,642
New Zealand,2022-10-08,1
United Kingdom,2022-10-08,730
Australia,2022-10-09,15369
Canada,2022-10-09,45648
China,2022-10-09,15450
Denmark,2022-10-09,49
France,2022-10-09,4564
Netherlands,2022-10-09,642
New Zealand,2022-10-09,1
United Kingdom,2022-10-09,730
Australia,2022-10-10,15383
Canada,2022-10-10,45649
China,2022-10-10,15460
Denmark,2022-10-10,49
France,2022-10-10,4564
Netherlands,2022-10-10,642
New Zealand,2022-10-10,1
United Kingdom,2022-10-10,730
Australia,2022-10-11,15389
Canada,2022-10-11,45662
China,2022-10-11,15469
Denmark,2022-10-11,49
France,2022-10-11,4566
Netherlands,2022-10-11,642
New Zealand,2022-10-11,1
United Kingdom,2022-10-11,730
Australia,2022-10-12,15399
Canada,2022-10-12,45724
China,2022-10-12,15478
Denmark,2022-10-12,49
France,2022-10-12,4569
Netherlands,2022-10-12,644
New Zealand,2022-10-12,1
United Kingdom,2022-10-12,730
Australia,2022-10-13,15446
Canada,2022-10-13,45833
China,2022-10-13,15486
Denmark,2022-10-13,49
France,2022-10-13,4569
Netherlands,2022-10-13,646
New Zealand,2022-10-13,1
United Kingdom,2022-10-13,730
Australia,2022-10-14,15475
Canada,2022-10-14,45928
China,2022-10-14,15493
Denmark,2022-10-14,49
France,2022-10-14,4568
Netherlands,2022-10-14,646
New Zealand,2022-10-14,1
United Kingdom,2022-10-14,730
Australia,2022-10-15,15475
Canada,2022-10-15,45936
China,2022-10-15,15500
Denmark,2022-10-15,49
France,2022-10-15,4568
Netherlands,2022-10-15,646
New Zealand,2022-10-15,1
United Kingdom,2022-10-15,730
Australia,2022-10-16,15475
Canada,2022-10-16,45940
China,2022-10-16,15505
Denmark,2022-10-16,49
France,2022-10-16,4568
Netherlands,2022-10-16,646
New Zealand,2022-10-16,1
United Kingdom,2022-10-16,730
Australia,2022-10-17,15487
Canada,2022-10-17,45941
China,2022-10-17,15510
Denmark,2022-10-17,49
France,2022-10-17,4570
Netherlands,2022-10-17,646
New Zealand,2022-10-17,1
United Kingdom,2022-10-17,730
Australia,2022-10-18,15490
Canada,2022-10-18,45978
China,2022-10-18,15517
Denmark,2022-10-18,49
France,2022-10-18,4570
Netherlands,2022-10-18,646
New Zealand,2022-10-18,1
United Kingdom,2022-10-18,730
Australia,2022-10-19,15496
Canada,2022-10-19,46020
China,2022-10-19,15529
Denmark,2022-10-19,49
France,2022-10-19,4570
Netherlands,2022-10-19,646
New Zealand,2022-10-19,1
United Kingdom,2022-10-19,730
Australia,2022-10-20,15530
Canada,2022-10-20,46170
China,2022-10-20,15538
Denmark,2022-10-20,49
France,2022-10-20,4570
Netherlands,2022-10-20,646
New Zealand,2022-10-20,1
United Kingdom,2022-10-20,730
Australia,2022-10-21,15569
Canada,2022-10-21,46218
China,2022-10-21,15547
Denmark,2022-10-21,49
France,2022-10-21,4572
Netherlands,2022-10-21,646
New Zealand,2022-10-21,1
United Kingdom,2022-10-21,730
Australia,2022-10-22,15569
Canada,2022-10-22,46230
China,2022-10-22,15554
Denmark,2022-10-22,49
France,2022-10-22,4572
Netherlands,2022-10-22,646
New Zealand,2022-10-22,1
United Kingdom,2022-10-22,730
Australia,2022-10-23,15569
Canada,2022-10-23,46232
China,2022-10-23,15558
Denmark,2022-10-23,49
France,2022-10-23,4572
Netherlands,2022-10-23,646
New Zealand,2022-10-23,1
United Kingdom,2022-10-23,730
Australia,2022-10-24,15580
Canada,2022-10-24,46319
China,2022-10-24,15565
Denmark,2022-10-24,49
France,2022-10-24,4572
Netherlands,2022-10-24,647
New Zealand,2022-10-24,1
United Kingdom,2022-10-24,730
Australia,2022-10-25,15586
Canada,2022-10-25,46354
China,2022-10-25,15575
Denmark,2022-10-25,49
France,2022-10-25,4576
Netherlands,2022-10-25,647
New Zealand,2022-10-25,1
United Kingdom,2022-10-25,730
Australia,2022-10-26,15589
Canada,2022-10-26,46406
China,2022-10-26,15582
Denmark,2022-10-26,49
France,2022-10-26,4576
Netherlands,2022-10-26,648
New Zealand,2022-10-26,1
United Kingdom,2022-10-26,731
Australia,2022-10-27,15636
Canada,2022-10-27,46563
China,2022-10-27,15590
Denmark,2022-10-27,49
France,2022-10-27,4576
Netherlands,2022-10-27,648
New Zealand,2022-10-27,1
United Kingdom,2022-10-27,731
Australia,2022-10-28,15660
Canada,2022-10-28,46657
China,2022-10-28,15597
Denmark,2022-10-28,49
France,2022-10-28,4577
Netherlands,2022-10-28,648
New Zealand,2022-10-28,1
United Kingdom,2022-10-28,731
Australia,2022-10-29,15660
Canada,2022-10-29,46669
China,2022-10-29,15605
Denmark,2022-10-29,49
France,2022-10-29,4577
Netherlands,2022-10-29,648
New Zealand,2022-10-29,1
United Kingdom,2022-10-29,731
Australia,2022-10-30,15660
Canada,2022-10-30,46672
China,2022-10-30,15617
Denmark,2022-10-30,49
France,2022-10-30,4577
Netherlands,2022-10-30,648
New Zealand,2022-10-30,1
United Kingdom,2022-10-30,731
Australia,2022-10-31,15665
Canada,2022-10-31,46674
China,2022-10-31,15629
Denmark,2022-10-31,49
France,2022-10-31,4577
Netherlands,2022-10-31,648
New Zealand,2022-10-31,1
United Kingdom,2022-10-31,731
Australia,2022-11-01,15665
Canada,2022-11-01,46705
China,2022-11-01,15642
Denmark,2022-11-01,49
France,2022-11-01,4577
Netherlands,2022-11-01,649
New Zealand,2022-11-01,1
United Kingdom,2022-11-01,731
Australia,2022-11-02,15678
Canada,2022-11-02,46747
China,2022-11-02,15650
Denmark,2022-11-02,49
France,2022-11-02,4577
Netherlands,2022-11-02,653
New Zealand,2022-11-02,1
United Kingdom,2022-11-02,732
Australia,2022-11-03,15721
Canada,2022-11-03,46905
China,2022-11-03,15660
Denmark,2022-11-03,49
France,2022-11-03,4577
Netherlands,2022-11-03,653
New Zealand,2022-11-03,1
United Kingdom,2022-11-03,733
Australia,2022-11-04,15786
Canada,2022-11-04,46931
China,2022-11-04,15671
Denmark,2022-11-04,49
France,2022-11-04,4577
Netherlands,2022-11-04,653
New Zealand,2022-11-04,1
United Kingdom,2022-11-04,733
Australia,2022-11-05,15786
Canada,2022-11-05,46931
China,2022-11-05,15689
Denmark,2022-11-05,49
France,2022-11-05,4577
Netherlands,2022-11-05,653
New Zealand,2022-11-05,1
United Kingdom,2022-11-05,733
Australia,2022-11-06,15786
Canada,2022-11-06,46931
China,2022-11-06,15702
Denmark,2022-11-06,49
France,2022-11-06,4577
Netherlands,2022-11-06,653
New Zealand,2022-11-06,1
United Kingdom,2022-11-06,733
Australia,2022-11-07,15792
Canada,2022-11-07,46972
China,2022-11-07,15707
Denmark,2022-11-07,49
France,2022-11-07,4577
Netherlands,2022-11-07,653
New Zealand,2022-11-07,1
United Kingdom,2022-11-07,733
Australia,2022-11-08,15808
Canada,2022-11-08,47030
China,2022-11-08,15711
Denmark,2022-11-08,49
France,2022-11-08,4577
Netherlands,2022-11-08,653
New Zealand,2022-11-08,1
United Kingdom,2022-11-08,733
Australia,2022-11-09,15817
